Fourteenth Arrival,Atlantic Arrival,Traffic Light,14 Green Light,14 Red Light,Num Cars N14E,Num Cars S14E,Num Cars EN14W,Num Cars ES14W,Num Cars N Atlantic S,Num Cars S Atlantic N,Avg Wait N14E,Avg Wait S14E,Avg Wait EN14W,Avg Wait ES14W,Avg Wait N Atlantic S,Avg Wait S Atlantic N
0.1,6.0,True,30,15,129,121,139,159,35,37,4.13548531641,4.5688541845,8.25827758659,5.83585534261,8.20358115436,6.72101375445
0.1,6.0,True,30,15,104,103,139,126,26,38,1.55370313136,2.09009625556,1.97097499905,3.24165220664,7.1653353478,9.25168273009
0.1,6.0,True,30,15,102,111,122,107,37,30,2.72742112851,2.37225081605,2.14301122243,3.085117548,6.98732139497,8.05488108722
0.1,6.0,True,30,15,137,147,152,158,46,28,6.01754385878,4.5975557132,5.22153638534,5.32445006868,10.0316420523,7.53150210036
0.1,6.0,True,30,15,137,155,151,152,35,43,5.24220828162,4.75022218867,3.74380388058,3.7805040428,6.16514787848,11.7109348153
0.1,6.0,True,30,15,134,163,146,163,41,43,3.11650741136,3.77224142841,3.44192241646,5.05036199938,10.3389259975,10.3312523535
0.1,6.0,True,30,15,158,145,158,153,37,46,5.97786526179,5.02920349573,5.06514857793,4.67894021977,4.09298038068,10.8345393642
0.1,6.0,True,30,15,116,137,137,145,44,40,3.59026185233,3.63950904921,4.37368619151,5.33398402375,6.44879082771,6.14648760569
0.1,6.0,True,30,15,170,180,164,185,39,51,4.23255746132,3.60735608039,3.96676193492,2.96207586635,10.280682178,9.59421634239
0.1,6.0,True,30,15,143,154,147,165,34,49,3.41790839487,3.9291204849,3.94164709696,4.56071720246,9.73058945176,10.3473902712
0.1,6.0,True,30,15,108,133,145,124,35,43,6.14220445205,7.48947326582,6.29304858316,4.17585218634,8.57605605464,7.88376077607
0.1,6.0,True,30,15,112,106,104,120,33,41,2.71914898744,2.11954863513,2.20302179021,2.82892846496,7.28096270428,9.4845815831
0.1,6.0,True,30,15,151,139,135,165,33,35,5.92178830011,5.32912287365,4.70299212877,5.58253048115,9.50179944772,4.27677787496
0.1,6.0,True,30,15,133,129,134,136,30,31,4.62027483272,3.55960347188,5.87564911833,5.32757397594,7.0172297062,5.19650238024
0.1,6.0,True,30,15,87,91,99,82,27,41,2.92045491236,4.14840157476,3.77873450177,4.24274094576,7.71817196935,7.98519763761
0.1,6.0,True,30,15,152,163,171,142,45,35,3.83189315915,4.6373492813,5.1005326241,5.92466267429,9.82360098471,7.03639834512
0.1,6.0,True,30,15,132,159,129,136,48,28,5.64645677236,5.14800886737,6.38833599808,6.04154631029,9.28065066896,6.18580354205
0.1,6.0,True,30,15,117,132,119,133,35,44,2.55550485492,2.10866251832,3.69359643279,4.33331636571,8.80170816825,9.61828143078
0.1,6.0,True,30,15,126,135,160,144,26,43,5.77468795434,4.74483883874,9.89312123501,6.53933535949,13.4880486174,8.81806127872
0.1,6.0,True,30,15,176,154,130,158,29,41,5.68540135472,5.25981800274,4.19422671558,4.59486708578,8.17902582612,8.7198596462
0.1,6.0,True,30,15,179,186,193,194,44,48,6.45964540413,6.02297783631,5.24631677067,6.00241815483,8.09396276381,8.10315669048
0.1,6.0,True,30,15,125,120,126,113,33,33,4.47481202288,3.2861691258,4.91540098862,5.82203693695,5.02096156993,7.7525410549
0.1,6.0,True,30,15,132,117,115,126,35,49,5.03414150566,3.59140594606,3.40994395268,3.89439860854,6.59162211347,8.36966234619
0.1,6.0,True,30,15,148,130,138,140,41,37,5.7860937735,5.01774768483,4.38921789027,6.17393447718,7.0771701886,8.79654138461
0.1,6.0,True,30,15,117,129,119,136,32,31,4.03744516211,2.95153257241,3.37331746776,4.01074231519,8.5118208606,6.46481879324
0.1,6.0,True,30,15,141,165,142,146,28,38,4.15605665104,4.35073732599,4.39307577203,3.36886014622,5.23631332607,9.48052754637
0.1,6.0,True,30,15,143,158,165,161,41,35,4.82625428886,5.94202522589,5.57715915102,7.45505078626,9.23001076327,8.84098658479
0.1,6.0,True,30,15,181,162,147,159,35,41,4.72835476002,5.00089751808,4.33042156838,4.7968916708,5.12247107317,10.0852061926
0.1,6.0,True,30,15,158,169,161,143,42,36,4.8350372388,4.32673525567,5.19074919603,4.81733145246,6.80717079194,6.9021544284
0.1,6.0,True,30,15,106,110,106,120,33,26,2.28825986993,3.35255760702,3.19189005824,3.59210462076,5.89885653714,6.87858942179
0.1,6.0,True,30,15,177,142,142,137,42,27,3.06966288828,2.68318696074,2.29071802549,2.46763937322,11.530942832,7.68079550944
0.1,6.0,True,30,15,131,157,170,178,43,39,4.41004266617,3.83364768414,4.07782224768,5.17904160526,10.2275414943,8.44678622058
0.1,6.0,True,30,15,119,113,112,123,37,36,3.82225287983,2.65749817593,1.604306486,2.75016200195,8.7771398673,8.26970140109
0.1,6.0,True,30,15,144,152,125,146,41,36,3.75687993911,3.18549254017,2.46295372595,3.07072683846,6.70789563513,11.1977197847
0.1,6.0,True,30,15,143,150,173,128,41,29,5.2664600609,3.3992085689,3.95845387176,3.25509606829,10.921146537,6.25871282775
0.1,6.0,True,30,15,199,171,175,174,42,42,5.04261486101,3.88324350567,4.480623714,4.98767709935,6.30751562666,8.58493004208
0.1,6.0,True,30,15,109,126,119,130,37,40,4.08304201201,3.3837559322,3.5479687335,5.08953018496,10.0789647266,6.12330400251
0.1,6.0,True,30,15,187,205,198,183,39,38,3.25141090355,4.45907880367,4.29293817463,4.8425466498,9.71274489733,10.7622132521
0.1,6.0,True,30,15,155,170,145,186,42,39,4.11072383753,3.55626138383,3.40294276902,3.85427683057,12.6021848393,7.56925636358
0.1,6.0,True,30,15,133,115,120,145,39,36,3.03709465118,3.45498361817,3.1539555446,3.04691927309,12.0478549196,6.87479683536
0.1,6.0,True,30,15,158,139,153,160,33,32,5.1372639203,4.89816248284,4.53943386689,5.6384755111,10.2130932529,8.0920874856
0.1,6.0,True,30,15,140,158,148,167,41,42,2.36054402769,3.24989139245,2.92113720675,3.61567378268,9.83049249075,10.2398065034
0.1,6.0,True,30,15,113,124,116,135,45,26,3.50372420671,4.23224446621,4.37003378556,4.36732674016,9.81136171555,4.86911265214
0.1,6.0,True,30,15,142,151,151,132,33,37,5.321709871,4.52665354168,2.97105271651,5.52515607083,8.41848422814,8.1198838262
0.1,6.0,True,30,15,122,136,146,138,31,31,3.99341174207,4.86523125561,4.11311676079,4.61462455331,6.70198870345,9.78704673544
0.1,6.0,True,30,15,177,190,141,191,37,34,6.29758315224,5.57273012053,6.02175842717,6.34948624565,6.58144427801,7.22851973008
0.1,6.0,True,30,15,168,143,149,164,45,41,4.74907814301,5.35707457284,5.72630402311,4.86144297634,7.67679358816,5.61658073128
0.1,6.0,True,30,15,155,170,152,161,37,37,5.97730567177,5.33128213558,5.53782033456,5.91053093577,8.12610538856,7.01861934612
0.1,6.0,True,30,15,94,109,92,110,32,37,4.11363514588,4.24556850061,2.40089572172,4.20914999675,9.89925315094,9.80438760643
0.1,6.0,True,30,15,203,168,167,164,41,40,5.38890346694,4.82142542623,5.96002892678,4.58713417856,9.8189261187,8.35159662509
0.1,6.0,True,30,15,153,162,158,174,46,45,4.26997419335,4.93940663145,4.81223248526,3.8908975629,9.97371822986,10.0156669436
0.1,6.0,True,30,15,133,129,121,120,38,30,4.74389900356,3.93802866382,3.39838083231,4.05313779171,9.31553775578,9.22937678131
0.1,6.0,True,30,15,165,152,145,158,39,35,4.48887977074,3.12573761531,3.47687659473,4.5142974852,8.68056059112,6.82085945749
0.1,6.0,True,30,15,151,138,131,133,36,32,2.9762089827,3.03431915422,2.19601793693,2.83427561373,9.50317072559,8.85782054681
0.1,6.0,True,30,15,118,139,133,136,42,38,3.27831144549,2.85774984106,3.02684119542,3.59775756619,9.58154084457,6.11073643271
0.1,6.0,True,30,15,153,163,150,131,36,41,7.29059268323,8.25733851794,6.03617607789,7.19111350811,7.82698194851,9.65031463695
0.1,6.0,True,30,15,124,125,114,113,28,32,6.02505069158,4.41583019002,4.51582449009,5.31037086996,6.60924653835,7.60621458944
0.1,6.0,True,30,15,146,143,157,170,31,40,5.3282878441,4.21368250961,4.81969104977,4.42672302064,4.64618534816,8.79353902068
0.1,6.0,True,30,15,154,148,170,161,27,36,2.75193997586,3.65526048629,3.46203304388,3.33699608829,5.93873337207,10.6333964683
0.1,6.0,True,30,15,106,120,126,131,40,31,3.08811081071,2.54429576576,4.1214936545,5.99342458396,10.142276065,9.10424063653
0.1,6.0,True,30,15,147,167,159,139,39,37,3.38056948714,4.31029516672,4.70217844558,3.68169436468,6.8952227478,9.97021422108
0.1,6.0,True,30,15,135,140,111,148,45,37,2.34244531305,3.02381184997,2.15307493651,3.94278171525,8.05135621708,9.93963552839
0.1,6.0,True,30,15,145,143,144,168,44,41,4.6764980009,3.61730729614,2.08440208675,4.00644754891,9.01125862478,6.69899811304
0.1,6.0,True,30,15,116,122,134,112,35,35,3.35726587978,4.10485706015,4.07473191596,3.60457915056,5.98275279833,10.0621219219
0.1,6.0,True,30,15,153,151,167,126,32,30,4.80177158695,4.54862238159,3.38478700475,4.33864998247,5.60851428464,8.08450204892
0.1,6.0,True,30,15,160,143,163,142,35,35,5.40767337188,3.7064038204,5.42229445141,3.58942822982,7.51947176517,11.0511348128
0.1,6.0,True,30,15,142,116,149,141,39,46,3.23943318852,2.18045179912,2.24514482572,2.21448109362,12.5113669737,11.1684850353
0.1,6.0,True,30,15,172,163,171,179,49,36,4.42300674673,2.97217325738,3.92897849169,4.10212401662,9.24065030465,7.05596460385
0.1,6.0,True,30,15,133,167,147,144,38,39,5.5575726255,6.92812016984,7.10017181413,7.80239100911,7.58706754174,8.4028495224
0.1,6.0,True,30,15,117,129,120,137,38,40,5.44314400205,3.9580777757,3.96321393394,5.19130182377,9.43545018757,10.0526041968
0.1,6.0,True,30,15,115,104,124,125,39,28,4.19706301481,5.68549074753,5.37361003713,4.4548194084,6.22925842173,8.44054938608
0.1,6.0,True,30,15,105,117,114,99,33,38,1.34587838939,2.23520974736,1.92056867201,2.00350950222,6.61322296333,10.3710986513
0.1,6.0,True,30,15,134,153,149,152,45,31,3.63378451104,2.90607873956,2.66844284169,3.4886792077,9.57621190208,7.97482316129
0.1,6.0,True,30,15,121,144,150,149,47,29,3.66662029765,3.82312900533,4.81288356124,5.38004397955,8.85817201974,7.21622699135
0.1,6.0,True,30,15,133,167,156,147,38,31,3.65644082118,4.10574137563,4.96913888268,3.70258339585,7.57748843832,11.5392781469
0.1,6.0,True,30,15,141,160,134,166,39,35,4.81842074883,4.23313233941,3.20508757252,4.61236748477,6.59408189992,6.38538345149
0.1,6.0,True,30,15,153,161,164,174,35,44,3.76125752853,5.16729383827,6.07010182524,5.85073337742,6.28565394152,10.8469120066
0.1,6.0,True,30,15,138,150,147,147,44,29,4.56736201998,4.89596218838,5.87835305635,6.88107528346,8.6425403638,5.68368739378
0.1,6.0,True,30,15,118,149,153,143,42,34,2.60741572916,3.17972496381,2.81904823787,2.98959514104,6.11834112198,8.26994319656
0.1,6.0,True,30,15,118,114,121,120,34,36,4.5698671886,4.89573824879,3.95447921506,4.35047630288,9.20725063489,4.92976824149
0.1,6.0,True,30,15,152,148,164,159,41,47,3.67564024912,2.33771860546,4.39268743384,4.00951093961,7.51069351465,10.1538509084
0.1,6.0,True,30,15,160,202,165,174,42,38,3.90222774778,4.02044013997,4.067562686,5.58702524277,8.11887807649,8.71846793112
0.1,6.0,True,30,15,169,138,176,167,37,28,4.16386669558,3.9982175118,2.54167465786,5.32230148438,8.14721060744,4.61406532138
0.1,6.0,True,30,15,143,137,155,144,38,33,2.77543579266,2.56318143643,2.72133652716,3.11392728346,8.09873368222,7.55980566028
0.1,6.0,True,30,15,133,179,138,145,39,42,5.73441787369,4.59465669048,4.43734619103,5.48828984926,8.28329900863,6.21300285553
0.1,6.0,True,30,15,162,197,168,169,38,35,5.50544648129,4.7025803919,4.43195243034,5.59518434033,8.06074942801,8.07884909787
0.1,6.0,True,30,15,152,163,159,150,39,33,6.29055921014,3.63681439607,3.87384430208,4.51224570865,7.64156552255,7.77136141583
0.1,6.0,True,30,15,114,137,126,107,40,34,3.20017117512,2.50292615127,2.96279060877,4.57841040976,9.69217062273,6.61253272541
0.1,6.0,True,30,15,165,154,139,130,36,49,4.66339607368,4.84439589779,5.00612385658,3.78940529146,9.15195796596,10.7929172459
0.1,6.0,True,30,15,133,123,142,127,42,30,3.74947174276,4.08101082956,2.54944800576,5.87195691015,9.9208561169,5.9271808921
0.1,6.0,True,30,15,89,100,95,95,31,32,7.29829489016,8.27736765292,6.64219719517,6.01822828158,7.02596765092,7.23108195435
0.1,6.0,True,30,15,130,146,145,133,30,34,5.28663031323,3.32240634853,4.90574132887,5.06796231809,9.03333125171,6.28402597985
0.1,6.0,True,30,15,152,141,124,158,46,39,3.34564586173,4.89409954412,4.03956474999,4.53512212617,8.16110213987,6.79014487497
0.1,6.0,True,30,15,153,171,169,159,40,42,2.90925254998,3.03619721528,2.89297257008,3.07520309803,10.5625564056,10.1683516745
0.1,6.0,True,30,15,138,170,145,178,43,33,2.85355194144,3.02056409681,2.13918502403,2.58980003002,7.25543584267,6.27923039913
0.1,6.0,True,30,15,185,159,179,174,32,49,4.42976370257,4.77275880508,3.02947247155,4.29179237009,6.2794871778,10.2807453015
0.1,6.0,True,30,15,86,92,117,107,35,17,2.75350565957,3.15945810783,5.35140848699,2.82256911464,9.22401802505,3.28442211655
0.1,6.0,True,30,15,171,179,182,180,42,36,6.55671275682,5.25598705664,5.9829064909,5.93971904174,5.31137925841,11.2508925824
0.1,6.0,True,30,15,123,128,126,118,45,34,4.61208523507,4.29453047446,4.65117333877,4.37890773472,8.80428922316,7.81411827477
0.1,6.0,True,30,15,165,148,134,146,41,41,3.55894981187,3.89180144506,2.97415848399,2.63386106295,9.06653753492,8.70875889534
